Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
202509,17,039,2,3,De Witt County                                              ,2,2,591703,0,0,0,0,0,0,0,0,0,2,2,591703,0,0,0,0,0,0,0,0,0
202509,17,041,2,3,Douglas County                                              ,3,3,1052044,0,0,0,0,0,0,0,0,0,2,2,825000,0,0,0,0,0,0,0,0,0
202509,17,043,2,3,DuPage County                                               ,63,63,42152520,1,2,800000,0,0,0,1,8,1858824,54,54,36633583,0,0,0,0,0,0,0,0,0
202509,17,045,2,3,Edgar County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,049,2,3,Effingham County                                            ,7,7,2164329,0,0,0,0,0,0,0,0,0,5,5,1450000,0,0,0,0,0,0,0,0,0
202509,17,051,2,3,Fayette County                                              ,1,1,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,053,2,3,Ford County                                                 ,1,1,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,055,2,3,Franklin County                                             ,2,2,206746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,057,2,3,Fulton County                                               ,1,1,285000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,061,2,3,Greene County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,063,2,3,Grundy County                                               ,8,8,2884639,0,0,0,0,0,0,0,0,0,7,7,2617139,0,0,0,0,0,0,0,0,0
202509,17,067,2,3,Hancock County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,069,2,3,Hardin County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,071,2,3,Henderson County                                            ,1,1,228250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,073,2,3,Henry County                                                ,1,1,600000,0,0,0,0,0,0,0,0,0,1,1,600000,0,0,0,0,0,0,0,0,0
202509,17,075,2,3,Iroquois County                                             ,1,1,343882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,077,2,3,Jackson County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,079,2,3,Jasper County                                               ,1,1,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,081,2,3,Jefferson County                                            ,1,1,300000,0,0,0,0,0,0,0,0,0,1,1,300000,0,0,0,0,0,0,0,0,0
202509,17,083,2,3,Jersey County                                               ,8,8,2509371,0,0,0,0,0,0,0,0,0,8,8,2509371,0,0,0,0,0,0,0,0,0
202509,17,085,2,3,Jo Daviess County                                           ,4,4,1294000,0,0,0,0,0,0,0,0,0,4,4,1294000,0,0,0,0,0,0,0,0,0
202509,17,087,2,3,Johnson County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,089,2,3,Kane County                                                 ,129,129,48418663,2,4,698583,1,4,633448,1,5,793032,109,109,43633044,2,4,698583,1,4,633448,0,0,0
202509,17,091,2,3,Kankakee County                                             ,8,8,2582191,1,2,202640,1,3,696874,0,0,0,4,4,1421467,0,0,0,0,0,0,0,0,0
202509,17,093,2,3,Kendall County                                              ,60,60,17754704,0,0,0,0,0,0,3,17,2857966,60,60,17754704,0,0,0,0,0,0,3,17,2857966
202509,17,095,2,3,Knox County                                                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,097,2,3,Lake County                                                 ,47,47,19952524,0,0,0,0,0,0,4,43,18045148,31,31,9029217,0,0,0,0,0,0,0,0,0
202509,17,099,2,3,La Salle County                                             ,3,3,1199797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,101,2,3,Lawrence County                                             ,7,7,1207500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,103,2,3,Lee County                                                  ,2,2,717656,0,0,0,0,0,0,0,0,0,2,2,717656,0,0,0,0,0,0,0,0,0
202509,17,105,2,3,Livingston County                                           ,3,3,1420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,107,2,3,Logan County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,109,2,3,McDonough County                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,111,2,3,McHenry County                                              ,63,63,15274274,2,4,600000,3,12,1781476,2,13,1264439,59,59,14198338,0,0,0,3,12,1781476,1,5,682487
202509,17,113,2,3,McLean County                                               ,12,12,6009525,0,0,0,0,0,0,0,0,0,10,10,5475239,0,0,0,0,0,0,0,0,0
202509,17,115,2,3,Macon County                                                ,4,4,1147769,0,0,0,0,0,0,0,0,0,3,3,797769,0,0,0,0,0,0,0,0,0
202509,17,117,2,3,Macoupin County                                             ,5,5,1172889,0,0,0,0,0,0,0,0,0,1,1,367139,0,0,0,0,0,0,0,0,0
202509,17,119,2,3,Madison County                                              ,29,29,9396543,5,10,785761,1,4,1505832,1,60,4025884,28,28,9043079,5,10,785761,0,0,0,1,60,4025884
202509,17,121,2,3,Marion County                                               ,0,0,0,0,0,0,1,3,277500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,123,2,3,Marshall County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,125,2,3,Mason County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,127,2,3,Massac County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,129,2,3,Menard County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,131,2,3,Mercer County                                               ,1,1,343514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,133,2,3,Monroe County                                               ,7,7,3339000,0,0,0,0,0,0,0,0,0,7,7,3339000,0,0,0,0,0,0,0,0,0
202509,17,135,2,3,Montgomery County                                           ,2,2,240900,0,0,0,0,0,0,0,0,0,2,2,240900,0,0,0,0,0,0,0,0,0
202509,17,137,2,3,Morgan County                                               ,2,2,634000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,139,2,3,Moultrie County                                             ,2,2,500000,0,0,0,0,0,0,0,0,0,2,2,500000,0,0,0,0,0,0,0,0,0
202509,17,141,2,3,Ogle County                                                 ,4,4,826900,0,0,0,0,0,0,0,0,0,3,3,699000,0,0,0,0,0,0,0,0,0
202509,17,143,2,3,Peoria County                                               ,9,9,5021284,0,0,0,0,0,0,0,0,0,5,5,3600000,0,0,0,0,0,0,0,0,0
202509,17,145,2,3,Perry County                                                ,2,2,280000,0,0,0,0,0,0,0,0,0,2,2,280000,0,0,0,0,0,0,0,0,0
202509,17,147,2,3,Piatt County                                                ,1,1,485000,0,0,0,0,0,0,0,0,0,1,1,485000,0,0,0,0,0,0,0,0,0
202509,17,149,2,3,Pike County                                                 ,1,1,50000,0,0,0,0,0,0,0,0,0,1,1,50000,0,0,0,0,0,0,0,0,0
202509,17,151,2,3,Pope County                                                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,153,2,3,Pulaski County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,155,2,3,Putnam County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,157,2,3,Randolph County                                             ,1,1,593667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,159,2,3,Richland County                                             ,1,1,368167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,161,2,3,Rock Island County                                          ,4,4,1453243,2,4,693000,0,0,0,1,6,629154,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,163,2,3,St. Clair County                                            ,16,16,7148420,9,18,5085177,0,0,0,0,0,0,16,16,7148420,9,18,5085177,0,0,0,0,0,0
202509,17,165,2,3,Saline County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,167,2,3,Sangamon County                                             ,16,16,6171989,1,2,303462,0,0,0,0,0,0,9,9,3769970,0,0,0,0,0,0,0,0,0
202509,17,169,2,3,Schuyler County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,173,2,3,Shelby County                                               ,8,8,2447469,0,0,0,0,0,0,0,0,0,7,7,2297469,0,0,0,0,0,0,0,0,0
202509,17,175,2,3,Stark County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,177,2,3,Stephenson County                                           ,1,1,275000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,179,2,3,Tazewell County                                             ,5,5,1838143,3,6,1140000,0,0,0,0,0,0,4,4,1420000,3,6,1140000,0,0,0,0,0,0
202509,17,181,2,3,Union County                                                ,3,3,768333,0,0,0,0,0,0,0,0,0,2,2,690000,0,0,0,0,0,0,0,0,0
202509,17,183,2,3,Vermilion County                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,185,2,3,Wabash County                                               ,1,1,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,187,2,3,Warren County                                               ,1,1,147378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,189,2,3,Washington County                                           ,2,2,641300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,191,2,3,Wayne County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,193,2,3,White County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,195,2,3,Whiteside County                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,17,197,2,3,Will County                                                 ,179,179,52867507,0,0,0,0,0,0,1,16,1414500,174,174,51418077,0,0,0,0,0,0,1,16,1414500
202509,17,199,2,3,Williamson County                                           ,4,4,780492,1,2,142500,1,4,299831,0,0,0,2,2,500000,0,0,0,0,0,0,0,0,0
202509,17,201,2,3,Winnebago County                                            ,30,30,9928467,0,0,0,0,0,0,0,0,0,30,30,9928467,0,0,0,0,0,0,0,0,0
202509,17,203,2,3,Woodford County                                             ,4,4,2043126,0,0,0,0,0,0,0,0,0,2,2,1575000,0,0,0,0,0,0,0,0,0
202509,18,001,2,3,Adams County                                                ,13,13,1906000,0,0,0,0,0,0,0,0,0,13,13,1906000,0,0,0,0,0,0,0,0,0
202509,18,003,2,3,Allen County                                                ,81,81,29738234,0,0,0,0,0,0,0,0,0,81,81,29738234,0,0,0,0,0,0,0,0,0
202509,18,005,2,3,Bartholomew County                                          ,10,10,2736896,0,0,0,0,0,0,0,0,0,10,10,2736896,0,0,0,0,0,0,0,0,0
202509,18,007,2,3,Benton County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,18,009,2,3,Blackford County                                            ,1,1,273303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,18,011,2,3,Boone County                                                ,61,61,40868436,0,0,0,0,0,0,0,0,0,61,61,40868436,0,0,0,0,0,0,0,0,0
202509,18,013,2,3,Brown County                                                ,5,5,1835693,0,0,0,0,0,0,0,0,0,5,5,1835693,0,0,0,0,0,0,0,0,0
202509,18,015,2,3,Carroll County                                              ,3,3,1005000,0,0,0,0,0,0,0,0,0,3,3,1005000,0,0,0,0,0,0,0,0,0
202509,18,017,2,3,Cass County                                                 ,4,4,1191455,0,0,0,0,0,0,0,0,0,2,2,480000,0,0,0,0,0,0,0,0,0
202509,18,019,2,3,Clark County                                                ,83,83,25539424,0,0,0,0,0,0,1,5,1592906,77,77,24008561,0,0,0,0,0,0,0,0,0
202509,18,021,2,3,Clay County                                                 ,5,5,1053000,0,0,0,0,0,0,0,0,0,5,5,1053000,0,0,0,0,0,0,0,0,0
202509,18,023,2,3,Clinton County                                              ,6,6,1600183,0,0,0,0,0,0,0,0,0,3,3,810000,0,0,0,0,0,0,0,0,0
202509,18,025,2,3,Crawford County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,18,027,2,3,Daviess County                                              ,1,1,192780,0,0,0,0,0,0,0,0,0,1,1,192780,0,0,0,0,0,0,0,0,0
202509,18,029,2,3,Dearborn County                                             ,16,16,7630000,0,0,0,0,0,0,0,0,0,16,16,7630000,0,0,0,0,0,0,0,0,0
202509,18,031,2,3,Decatur County                                              ,6,6,1360614,0,0,0,0,0,0,0,0,0,1,1,250000,0,0,0,0,0,0,0,0,0
202509,18,033,2,3,DeKalb County                                               ,4,4,1125376,0,0,0,0,0,0,0,0,0,4,4,1125376,0,0,0,0,0,0,0,0,0
202509,18,035,2,3,Delaware County                                             ,11,11,4749279,0,0,0,0,0,0,0,0,0,7,7,2814412,0,0,0,0,0,0,0,0,0
202509,18,037,2,3,Dubois County                                               ,10,10,2486650,0,0,0,0,0,0,4,96,12144760,10,10,2486650,0,0,0,0,0,0,4,96,12144760
202509,18,039,2,3,Elkhart County                                              ,31,31,12305722,0,0,0,0,0,0,1,15,3706985,27,27,11103000,0,0,0,0,0,0,0,0,0
202509,18,041,2,3,Fayette County                                              ,4,4,600000,0,0,0,0,0,0,0,0,0,4,4,600000,0,0,0,0,0,0,0,0,0
202509,18,043,2,3,Floyd County                                                ,17,17,5209736,0,0,0,0,0,0,1,30,3000000,13,13,4447250,0,0,0,0,0,0,1,30,3000000
202509,18,045,2,3,Fountain County                                             ,4,4,1405000,0,0,0,0,0,0,0,0,0,4,4,1405000,0,0,0,0,0,0,0,0,0
202509,18,047,2,3,Franklin County                                             ,5,5,1440655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,18,049,2,3,Fulton County                                               ,2,2,606888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,18,051,2,3,Gibson County                                               ,12,12,1991861,0,0,0,0,0,0,1,8,911111,1,1,200000,0,0,0,0,0,0,0,0,0
202509,18,053,2,3,Grant County                                                ,3,3,826785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,18,057,2,3,Hamilton County                                             ,280,280,110288454,4,8,1776524,3,12,2189748,7,289,55411368,266,266,104877040,4,8,1776524,3,12,2189748,7,289,55411368
202509,18,059,2,3,Hancock County                                              ,88,88,34199726,0,0,0,0,0,0,0,0,0,88,88,34199726,0,0,0,0,0,0,0,0,0
202509,18,061,2,3,Harrison County                                             ,7,7,2659000,0,0,0,0,0,0,1,20,2650000,7,7,2659000,0,0,0,0,0,0,1,20,2650000
202509,18,063,2,3,Hendricks County                                            ,108,108,40992757,1,2,316252,0,0,0,0,0,0,108,108,40992757,1,2,316252,0,0,0,0,0,0
202509,18,065,2,3,Henry County                                                ,4,4,1265931,1,2,500000,0,0,0,0,0,0,1,1,284490,0,0,0,0,0,0,0,0,0
202509,18,067,2,3,Howard County                                               ,15,15,2740568,0,0,0,0,0,0,0,0,0,14,14,2435000,0,0,0,0,0,0,0,0,0
202509,18,069,2,3,Huntington County                                           ,6,6,1947970,0,0,0,0,0,0,0,0,0,6,6,1947970,0,0,0,0,0,0,0,0,0
202509,18,071,2,3,Jackson County                                              ,15,15,8442867,2,4,698583,0,0,0,0,0,0,10,10,6976277,2,4,698583,0,0,0,0,0,0
202509,18,073,2,3,Jasper County                                               ,14,14,5691373,0,0,0,0,0,0,0,0,0,13,13,5371387,0,0,0,0,0,0,0,0,0
202509,18,075,2,3,Jay County                                                  ,2,2,425607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,18,077,2,3,Jefferson County                                            ,8,8,2429175,0,0,0,0,0,0,0,0,0,5,5,1750731,0,0,0,0,0,0,0,0,0
202509,18,079,2,3,Jennings County                                             ,11,11,3400758,0,0,0,0,0,0,0,0,0,11,11,3400758,0,0,0,0,0,0,0,0,0
202509,18,081,2,3,Johnson County                                              ,72,72,26829080,0,0,0,0,0,0,0,0,0,37,37,14125214,0,0,0,0,0,0,0,0,0
202509,18,083,2,3,Knox County                                                 ,4,4,1284316,0,0,0,0,0,0,0,0,0,2,2,683406,0,0,0,0,0,0,0,0,0
202509,18,085,2,3,Kosciusko County                                            ,35,35,17971373,0,0,0,0,0,0,0,0,0,35,35,17971373,0,0,0,0,0,0,0,0,0
202509,18,087,2,3,LaGrange County                                             ,16,16,3164706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,18,089,2,3,Lake County                                                 ,88,88,30824595,0,0,0,0,0,0,0,0,0,65,65,22432485,0,0,0,0,0,0,0,0,0
202509,18,091,2,3,LaPorte County                                              ,18,18,6797302,0,0,0,0,0,0,1,9,1140000,5,5,2050511,0,0,0,0,0,0,0,0,0
202509,18,093,2,3,Lawrence County                                             ,8,8,2303464,1,2,110000,0,0,0,0,0,0,7,7,1950000,1,2,110000,0,0,0,0,0,0
202509,18,095,2,3,Madison County                                              ,14,14,2835517,0,0,0,0,0,0,0,0,0,8,8,1877139,0,0,0,0,0,0,0,0,0
202509,18,097,2,3,Marion County                                               ,61,61,22281183,0,0,0,0,0,0,0,0,0,61,61,22281183,0,0,0,0,0,0,0,0,0
202509,18,099,2,3,Marshall County                                             ,11,11,3313473,0,0,0,0,0,0,0,0,0,2,2,150000,0,0,0,0,0,0,0,0,0
202509,18,101,2,3,Martin County                                               ,1,1,140000,1,2,333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,18,103,2,3,Miami County                                                ,3,3,573238,0,0,0,0,0,0,0,0,0,2,2,270000,0,0,0,0,0,0,0,0,0
202509,18,105,2,3,Monroe County                                               ,16,16,6748813,0,0,0,0,0,0,1,235,46319472,16,16,6748813,0,0,0,0,0,0,1,235,46319472
202509,18,107,2,3,Montgomery County                                           ,7,7,1750021,0,0,0,0,0,0,0,0,0,4,4,1025600,0,0,0,0,0,0,0,0,0
202509,18,109,2,3,Morgan County                                               ,32,32,11426376,0,0,0,0,0,0,0,0,0,32,32,11426376,0,0,0,0,0,0,0,0,0
202509,18,111,2,3,Newton County                                               ,1,1,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,18,113,2,3,Noble County                                                ,14,14,3740075,0,0,0,0,0,0,0,0,0,8,8,2044000,0,0,0,0,0,0,0,0,0
202509,18,115,2,3,Ohio County                                                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,18,117,2,3,Orange County                                               ,3,3,560333,0,0,0,0,0,0,1,5,909091,0,0,0,0,0,0,0,0,0,0,0,0
202509,18,119,2,3,Owen County                                                 ,10,10,3519266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,18,121,2,3,Parke County                                                ,3,3,578000,0,0,0,0,0,0,0,0,0,3,3,578000,0,0,0,0,0,0,0,0,0
202509,18,123,2,3,Perry County                                                ,3,3,882819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,18,125,2,3,Pike County                                                 ,2,2,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,18,127,2,3,Porter County                                               ,73,73,26726898,0,0,0,0,0,0,0,0,0,71,71,26355726,0,0,0,0,0,0,0,0,0
202509,18,129,2,3,Posey County                                                ,4,4,1468555,0,0,0,0,0,0,0,0,0,4,4,1468555,0,0,0,0,0,0,0,0,0
202509,18,131,2,3,Pulaski County                                              ,3,3,607811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,18,133,2,3,Putnam County                                               ,4,4,1468555,1,2,200000,0,0,0,0,0,0,4,4,1468555,1,2,200000,0,0,0,0,0,0
202509,18,135,2,3,Randolph County                                             ,2,2,328254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,18,137,2,3,Ripley County                                               ,7,7,1452382,0,0,0,0,0,0,0,0,0,7,7,1452382,0,0,0,0,0,0,0,0,0
202509,18,139,2,3,Rush County                                                 ,2,2,820650,0,0,0,0,0,0,0,0,0,1,1,500000,0,0,0,0,0,0,0,0,0
202509,18,141,2,3,St. Joseph County                                           ,48,48,20220350,2,4,920000,2,7,3056831,0,0,0,48,48,20220350,2,4,920000,2,7,3056831,0,0,0
202509,18,143,2,3,Scott County                                                ,10,10,2844954,0,0,0,0,0,0,0,0,0,5,5,1708515,0,0,0,0,0,0,0,0,0
202509,18,145,2,3,Shelby County                                               ,11,11,3105448,0,0,0,0,0,0,0,0,0,9,9,2567777,0,0,0,0,0,0,0,0,0
202509,18,147,2,3,Spencer County                                              ,8,8,2128736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,18,149,2,3,Starke County                                               ,6,6,1345000,0,0,0,0,0,0,0,0,0,6,6,1345000,0,0,0,0,0,0,0,0,0
202509,18,151,2,3,Steuben County                                              ,12,12,4955510,0,0,0,0,0,0,0,0,0,12,12,4955510,0,0,0,0,0,0,0,0,0
202509,18,153,2,3,Sullivan County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,18,155,2,3,Switzerland County                                          ,10,10,582662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,18,157,2,3,Tippecanoe County                                           ,118,118,43450452,0,0,0,0,0,0,4,84,10154524,116,116,42946832,0,0,0,0,0,0,1,14,1900000
202509,18,159,2,3,Tipton County                                               ,3,3,624736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,18,161,2,3,Union County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,18,163,2,3,Vanderburgh County                                          ,32,32,10692402,3,6,784173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,18,165,2,3,Vermillion County                                           ,1,1,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,18,167,2,3,Vigo County                                                 ,9,9,1187825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,18,169,2,3,Wabash County                                               ,6,6,2029165,0,0,0,0,0,0,0,0,0,5,5,1708515,0,0,0,0,0,0,0,0,0
202509,18,171,2,3,Warren County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,18,173,2,3,Warrick County                                              ,23,23,9667293,0,0,0,0,0,0,2,48,4837174,23,23,9667293,0,0,0,0,0,0,2,48,4837174
202509,18,175,2,3,Washington County                                           ,3,3,950000,0,0,0,0,0,0,0,0,0,3,3,950000,0,0,0,0,0,0,0,0,0
202509,18,177,2,3,Wayne County                                                ,4,4,1775000,0,0,0,0,0,0,0,0,0,4,4,1775000,0,0,0,0,0,0,0,0,0
202509,18,179,2,3,Wells County                                                ,4,4,1412327,1,2,352756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,18,181,2,3,White County                                                ,2,2,775000,0,0,0,0,0,0,0,0,0,2,2,775000,0,0,0,0,0,0,0,0,0
202509,18,183,2,3,Whitley County                                              ,9,9,4029655,0,0,0,0,0,0,0,0,0,9,9,4029655,0,0,0,0,0,0,0,0,0
202509,19,001,2,4,Adair County                                                ,9,9,2830941,0,0,0,0,0,0,0,0,0,2,2,586391,0,0,0,0,0,0,0,0,0
202509,19,003,2,4,Adams County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,19,005,2,4,Allamakee County                                            ,8,8,2107286,0,0,0,0,0,0,0,0,0,6,6,1467350,0,0,0,0,0,0,0,0,0
202509,19,007,2,4,Appanoose County                                            ,1,1,141667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,19,009,2,4,Audubon County                                              ,1,1,343000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,19,011,2,4,Benton County                                               ,1,1,266667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,19,013,2,4,Black Hawk County                                           ,15,15,4145847,0,0,0,1,4,475000,0,0,0,15,15,4145847,0,0,0,1,4,475000,0,0,0
202509,19,015,2,4,Boone County                                                ,3,3,599570,0,0,0,0,0,0,0,0,0,3,3,599570,0,0,0,0,0,0,0,0,0
202509,19,017,2,4,Bremer County                                               ,3,3,1095000,0,0,0,0,0,0,0,0,0,3,3,1095000,0,0,0,0,0,0,0,0,0
202509,19,019,2,4,Buchanan County                                             ,2,2,641300,2,4,640000,0,0,0,0,0,0,0,0,0,2,4,640000,0,0,0,0,0,0
202509,19,021,2,4,Buena Vista County                                          ,2,2,948300,0,0,0,0,0,0,0,0,0,1,1,600000,0,0,0,0,0,0,0,0,0
202509,19,023,2,4,Butler County                                               ,2,2,549841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,19,025,2,4,Calhoun County                                              ,2,2,570000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,19,027,2,4,Carroll County                                              ,4,4,1690793,0,0,0,0,0,0,0,0,0,1,1,275000,0,0,0,0,0,0,0,0,0
202509,19,029,2,4,Cass County                                                 ,1,1,530000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,19,031,2,4,Cedar County                                                ,1,1,561000,0,0,0,0,0,0,0,0,0,1,1,561000,0,0,0,0,0,0,0,0,0
202509,19,033,2,4,Cerro Gordo County                                          ,1,1,529000,1,2,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,19,035,2,4,Cherokee County                                             ,3,3,1137083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,19,037,2,4,Chickasaw County                                            ,1,1,320650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,19,039,2,4,Clarke County                                               ,15,15,2083747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,19,041,2,4,Clay County                                                 ,2,2,753464,0,0,0,0,0,0,0,0,0,1,1,400000,0,0,0,0,0,0,0,0,0
202509,19,043,2,4,Clayton County                                              ,8,8,2644426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,19,045,2,4,Clinton County                                              ,3,3,890000,1,2,446000,0,0,0,0,0,0,1,1,500000,0,0,0,0,0,0,0,0,0
