Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
202509,01,047,3,6,Dallas County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,01,049,3,6,DeKalb County                                               ,2,2,249143,0,0,0,0,0,0,0,0,0,1,1,175000,0,0,0,0,0,0,0,0,0
202509,01,051,3,6,Elmore County                                               ,25,25,5840179,0,0,0,0,0,0,0,0,0,22,22,5058339,0,0,0,0,0,0,0,0,0
202509,01,053,3,6,Escambia County                                             ,1,1,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,01,055,3,6,Etowah County                                               ,10,10,2069893,0,0,0,0,0,0,0,0,0,10,10,2069893,0,0,0,0,0,0,0,0,0
202509,01,057,3,6,Fayette County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,01,059,3,6,Franklin County                                             ,1,1,114000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,01,061,3,6,Geneva County                                               ,2,2,225760,0,0,0,1,3,262500,0,0,0,1,1,100000,0,0,0,0,0,0,0,0,0
202509,01,063,3,6,Greene County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,01,065,3,6,Hale County                                                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,01,067,3,6,Henry County                                                ,7,7,1616016,0,0,0,0,0,0,0,0,0,7,7,1616016,0,0,0,0,0,0,0,0,0
202509,01,069,3,6,Houston County                                              ,23,23,5557452,0,0,0,0,0,0,0,0,0,13,13,3221588,0,0,0,0,0,0,0,0,0
202509,01,071,3,6,Jackson County                                              ,4,4,1134405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,01,073,3,6,Jefferson County                                            ,106,106,36226453,2,4,2063259,1,3,816063,7,347,64045766,82,82,32307456,0,0,0,1,3,816063,5,296,54435155
202509,01,075,3,6,Lamar County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,01,077,3,6,Lauderdale County                                           ,9,9,964003,0,0,0,0,0,0,0,0,0,8,8,914003,0,0,0,0,0,0,0,0,0
202509,01,079,3,6,Lawrence County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,01,081,3,6,Lee County                                                  ,107,107,31533177,0,0,0,0,0,0,0,0,0,107,107,31533177,0,0,0,0,0,0,0,0,0
202509,01,083,3,6,Limestone County                                            ,13,13,3848217,0,0,0,0,0,0,0,0,0,13,13,3848217,0,0,0,0,0,0,0,0,0
202509,01,085,3,6,Lowndes County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,01,087,3,6,Macon County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,01,089,3,6,Madison County                                              ,242,242,62578218,0,0,0,12,48,7381804,34,204,35135532,119,119,32094566,0,0,0,12,48,7381804,34,204,35135532
202509,01,091,3,6,Marengo County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,01,093,3,6,Marion County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,01,095,3,6,Marshall County                                             ,18,18,3660487,0,0,0,0,0,0,0,0,0,13,13,2828621,0,0,0,0,0,0,0,0,0
202509,01,097,3,6,Mobile County                                               ,65,65,19400452,0,0,0,0,0,0,0,0,0,63,63,18750275,0,0,0,0,0,0,0,0,0
202509,01,099,3,6,Monroe County                                               ,0,0,0,0,0,0,0,0,0,1,5,1145833,0,0,0,0,0,0,0,0,0,0,0,0
202509,01,101,3,6,Montgomery County                                           ,34,34,7237858,0,0,0,0,0,0,0,0,0,34,34,7237858,0,0,0,0,0,0,0,0,0
202509,01,103,3,6,Morgan County                                               ,34,34,6205626,0,0,0,0,0,0,0,0,0,33,33,5907280,0,0,0,0,0,0,0,0,0
202509,01,105,3,6,Perry County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,01,107,3,6,Pickens County                                              ,1,1,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,01,109,3,6,Pike County                                                 ,4,4,577424,0,0,0,0,0,0,0,0,0,4,4,577424,0,0,0,0,0,0,0,0,0
202509,01,111,3,6,Randolph County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,01,113,3,6,Russell County                                              ,8,8,2263771,1,2,300000,0,0,0,0,0,0,8,8,2263771,1,2,300000,0,0,0,0,0,0
202509,01,115,3,6,St. Clair County                                            ,25,25,4279670,0,0,0,0,0,0,0,0,0,25,25,4279670,0,0,0,0,0,0,0,0,0
202509,01,117,3,6,Shelby County                                               ,77,77,17206075,0,0,0,0,0,0,0,0,0,62,62,12848297,0,0,0,0,0,0,0,0,0
202509,01,119,3,6,Sumter County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,01,121,3,6,Talladega County                                            ,5,5,1061850,0,0,0,0,0,0,0,0,0,5,5,1061850,0,0,0,0,0,0,0,0,0
202509,01,123,3,6,Tallapoosa County                                           ,17,17,7184291,0,0,0,0,0,0,0,0,0,6,6,1300000,0,0,0,0,0,0,0,0,0
202509,01,125,3,6,Tuscaloosa County                                           ,39,39,10922712,1,2,201501,1,4,727587,1,6,922729,12,12,3230688,0,0,0,0,0,0,0,0,0
202509,01,127,3,6,Walker County                                               ,1,1,100000,0,0,0,0,0,0,0,0,0,1,1,100000,0,0,0,0,0,0,0,0,0
202509,01,129,3,6,Washington County                                           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,01,131,3,6,Wilcox County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,01,133,3,6,Winston County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,02,013,4,9,Aleutians East Borough                                      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,02,016,4,9,Aleutians West Census Area                                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,02,020,4,9,Anchorage Municipality                                      ,11,11,4578577,2,4,838025,1,3,447867,1,9,1659381,0,0,0,0,0,0,0,0,0,0,0,0
202509,02,050,4,9,Bethel Census Area                                          ,3,3,889556,0,0,0,0,0,0,0,0,0,3,3,889556,0,0,0,0,0,0,0,0,0
202509,02,060,4,9,Bristol Bay Borough                                         ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,02,063,4,9,Chugach Census Area                                         ,2,2,406500,0,0,0,0,0,0,0,0,0,1,1,200000,0,0,0,0,0,0,0,0,0
202509,02,070,4,9,Dillingham Census Area                                      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,02,090,4,9,Fairbanks North Star Borough                                ,1,1,377006,0,0,0,0,0,0,0,0,0,1,1,377006,0,0,0,0,0,0,0,0,0
202509,02,100,4,9,Haines Borough                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,02,105,4,9,Hoonah-Angoon Census Area                                   ,2,2,712754,0,0,0,0,0,0,0,0,0,1,1,296519,0,0,0,0,0,0,0,0,0
202509,02,110,4,9,Juneau City and Borough                                     ,6,6,1102168,0,0,0,0,0,0,0,0,0,6,6,1102168,0,0,0,0,0,0,0,0,0
202509,02,122,4,9,Kenai Peninsula Borough                                     ,20,20,7282291,0,0,0,0,0,0,0,0,0,17,17,6410000,0,0,0,0,0,0,0,0,0
202509,02,130,4,9,Ketchikan Gateway Borough                                   ,6,6,1779112,0,0,0,0,0,0,0,0,0,6,6,1779112,0,0,0,0,0,0,0,0,0
202509,02,150,4,9,Kodiak Island Borough                                       ,1,1,504544,0,0,0,0,0,0,0,0,0,1,1,504544,0,0,0,0,0,0,0,0,0
202509,02,170,4,9,Matanuska-Susitna Borough                                   ,6,6,1640161,1,2,412839,0,0,0,1,5,778055,5,5,1274559,0,0,0,0,0,0,0,0,0
202509,02,180,4,9,Nome Census Area                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,02,185,4,9,North Slope Borough                                         ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,02,188,4,9,Northwest Arctic Borough                                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,02,195,4,9,Petersburg Borough                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,02,198,4,9,Prince of Wales-Hyder Census Area                           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,02,220,4,9,Sitka City and Borough                                      ,1,1,218007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,02,230,4,9,Skagway Municipality                                        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,02,275,4,9,Wrangell City and Borough                                   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,02,282,4,9,Yakutat City and Borough                                    ,1,1,193167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,02,290,4,9,Yukon-Koyukuk Census Area                                   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,04,001,4,8,Apache County                                               ,6,6,999812,1,2,260663,0,0,0,0,0,0,6,6,999812,1,2,260663,0,0,0,0,0,0
202509,04,003,4,8,Cochise County                                              ,41,41,6485237,0,0,0,0,0,0,0,0,0,40,40,6383570,0,0,0,0,0,0,0,0,0
202509,04,005,4,8,Coconino County                                             ,24,24,10399659,0,0,0,0,0,0,0,0,0,17,17,7925419,0,0,0,0,0,0,0,0,0
202509,04,007,4,8,Gila County                                                 ,7,7,1277040,0,0,0,0,0,0,0,0,0,2,2,326857,0,0,0,0,0,0,0,0,0
202509,04,009,4,8,Graham County                                               ,10,10,2650550,0,0,0,0,0,0,0,0,0,10,10,2650550,0,0,0,0,0,0,0,0,0
202509,04,011,4,8,Greenlee County                                             ,2,2,539970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,04,012,4,8,La Paz County                                               ,5,5,1007750,0,0,0,0,0,0,0,0,0,4,4,900000,0,0,0,0,0,0,0,0,0
202509,04,013,4,8,Maricopa County                                             ,1278,1278,471012075,38,76,11608391,0,0,0,18,605,82493495,1256,1256,464344704,38,76,11608391,0,0,0,15,494,64514074
202509,04,015,4,8,Mohave County                                               ,120,120,30900700,4,8,856272,0,0,0,0,0,0,118,118,30589394,4,8,856272,0,0,0,0,0,0
202509,04,017,4,8,Navajo County                                               ,25,25,7509940,0,0,0,0,0,0,0,0,0,21,21,6166115,0,0,0,0,0,0,0,0,0
202509,04,019,4,8,Pima County                                                 ,295,295,109276061,3,6,762280,0,0,0,3,47,7053241,235,235,94084707,1,2,286825,0,0,0,0,0,0
202509,04,021,4,8,Pinal County                                                ,529,529,116844331,14,28,7927428,0,0,0,1,54,809914,512,512,114531562,13,26,7760304,0,0,0,1,54,809914
202509,04,023,4,8,Santa Cruz County                                           ,29,29,6710282,0,0,0,0,0,0,0,0,0,29,29,6710282,0,0,0,0,0,0,0,0,0
202509,04,025,4,8,Yavapai County                                              ,96,96,41479267,1,2,375482,0,0,0,0,0,0,89,89,39169421,1,2,375482,0,0,0,0,0,0
202509,04,027,4,8,Yuma County                                                 ,73,73,15228499,0,0,0,4,16,1623779,0,0,0,72,72,15075515,0,0,0,4,16,1623779,0,0,0
202509,05,001,3,7,Arkansas County                                             ,1,1,89999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,003,3,7,Ashley County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,005,3,7,Baxter County                                               ,3,3,970357,0,0,0,0,0,0,0,0,0,2,2,800000,0,0,0,0,0,0,0,0,0
202509,05,007,3,7,Benton County                                               ,304,304,100595672,9,18,3684319,0,0,0,13,356,56641292,239,239,83736397,6,12,2878048,0,0,0,10,318,53734195
202509,05,009,3,7,Boone County                                                ,1,1,101786,0,0,0,0,0,0,1,12,1333333,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,011,3,7,Bradley County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,013,3,7,Calhoun County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,015,3,7,Carroll County                                              ,1,1,279361,1,2,250000,0,0,0,0,0,0,0,0,0,1,2,250000,0,0,0,0,0,0
202509,05,017,3,7,Chicot County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,019,3,7,Clark County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,021,3,7,Clay County                                                 ,2,2,249100,0,0,0,0,0,0,0,0,0,2,2,249100,0,0,0,0,0,0,0,0,0
202509,05,023,3,7,Cleburne County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,025,3,7,Cleveland County                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,027,3,7,Columbia County                                             ,1,1,111000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,029,3,7,Conway County                                               ,1,1,127772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,031,3,7,Craighead County                                            ,50,50,8674418,3,6,412712,4,12,621975,1,12,680934,6,6,1561667,0,0,0,0,0,0,0,0,0
202509,05,033,3,7,Crawford County                                             ,1,1,213333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,035,3,7,Crittenden County                                           ,6,6,1211045,0,0,0,0,0,0,0,0,0,3,3,352000,0,0,0,0,0,0,0,0,0
202509,05,037,3,7,Cross County                                                ,1,1,41667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,039,3,7,Dallas County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,041,3,7,Desha County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,043,3,7,Drew County                                                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,045,3,7,Faulkner County                                             ,29,29,5597543,0,0,0,0,0,0,0,0,0,29,29,5597543,0,0,0,0,0,0,0,0,0
202509,05,047,3,7,Franklin County                                             ,1,1,302641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,049,3,7,Fulton County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,051,3,7,Garland County                                              ,7,7,3386000,1,2,280000,0,0,0,0,0,0,7,7,3386000,1,2,280000,0,0,0,0,0,0
202509,05,053,3,7,Grant County                                                ,3,3,466365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,055,3,7,Greene County                                               ,13,13,2261000,2,4,643200,0,0,0,0,0,0,12,12,2046000,2,4,643200,0,0,0,0,0,0
202509,05,057,3,7,Hempstead County                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,059,3,7,Hot Spring County                                           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,061,3,7,Howard County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,063,3,7,Independence County                                         ,0,0,0,0,0,0,0,0,0,1,5,250000,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,065,3,7,Izard County                                                ,1,1,153000,0,0,0,0,0,0,0,0,0,1,1,153000,0,0,0,0,0,0,0,0,0
202509,05,067,3,7,Jackson County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,069,3,7,Jefferson County                                            ,3,3,1080962,0,0,0,0,0,0,0,0,0,2,2,932500,0,0,0,0,0,0,0,0,0
202509,05,071,3,7,Johnson County                                              ,2,2,495510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,073,3,7,Lafayette County                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,075,3,7,Lawrence County                                             ,3,3,798771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,077,3,7,Lee County                                                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,079,3,7,Lincoln County                                              ,1,1,272187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,081,3,7,Little River County                                         ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,083,3,7,Logan County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,085,3,7,Lonoke County                                               ,10,10,1800713,0,0,0,0,0,0,0,0,0,10,10,1800713,0,0,0,0,0,0,0,0,0
202509,05,087,3,7,Madison County                                              ,3,3,810000,0,0,0,0,0,0,0,0,0,3,3,810000,0,0,0,0,0,0,0,0,0
202509,05,089,3,7,Marion County                                               ,7,7,1351517,0,0,0,0,0,0,0,0,0,7,7,1351517,0,0,0,0,0,0,0,0,0
202509,05,091,3,7,Miller County                                               ,4,4,1481844,0,0,0,0,0,0,0,0,0,4,4,1481844,0,0,0,0,0,0,0,0,0
202509,05,093,3,7,Mississippi County                                          ,6,6,1143478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,095,3,7,Monroe County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,099,3,7,Nevada County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,101,3,7,Newton County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,103,3,7,Ouachita County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,105,3,7,Perry County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,107,3,7,Phillips County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,111,3,7,Poinsett County                                             ,4,4,749286,0,0,0,0,0,0,1,5,231667,3,3,610000,0,0,0,0,0,0,0,0,0
202509,05,113,3,7,Polk County                                                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,115,3,7,Pope County                                                 ,0,0,0,1,2,240000,0,0,0,0,0,0,0,0,0,1,2,240000,0,0,0,0,0,0
202509,05,117,3,7,Prairie County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,119,3,7,Pulaski County                                              ,117,117,30065219,3,6,750000,0,0,0,0,0,0,117,117,30065219,3,6,750000,0,0,0,0,0,0
202509,05,121,3,7,Randolph County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,123,3,7,St. Francis County                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,125,3,7,Saline County                                               ,19,19,6103946,0,0,0,0,0,0,0,0,0,13,13,4418900,0,0,0,0,0,0,0,0,0
202509,05,127,3,7,Scott County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,129,3,7,Searcy County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,131,3,7,Sebastian County                                            ,11,11,4956055,11,22,2888088,0,0,0,0,0,0,9,9,4356678,11,22,2888088,0,0,0,0,0,0
202509,05,133,3,7,Sevier County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,135,3,7,Sharp County                                                ,2,2,344373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,137,3,7,Stone County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,139,3,7,Union County                                                ,1,1,174800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,141,3,7,Van Buren County                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,143,3,7,Washington County                                           ,183,183,68624525,0,0,0,0,0,0,1,220,97193255,182,182,68321884,0,0,0,0,0,0,1,220,97193255
202509,05,145,3,7,White County                                                ,27,27,5783209,0,0,0,0,0,0,0,0,0,25,25,5533209,0,0,0,0,0,0,0,0,0
202509,05,147,3,7,Woodruff County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,05,149,3,7,Yell County                                                 ,1,1,400000,0,0,0,0,0,0,0,0,0,1,1,400000,0,0,0,0,0,0,0,0,0
202509,06,001,4,9,Alameda County                                              ,107,107,47691425,1,2,574096,0,0,0,3,33,5867648,94,94,43123849,0,0,0,0,0,0,0,0,0
202509,06,003,4,9,Alpine County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,06,005,4,9,Amador County                                               ,2,2,696978,0,0,0,0,0,0,0,0,0,2,2,696978,0,0,0,0,0,0,0,0,0
202509,06,007,4,9,Butte County                                                ,56,56,10671575,1,2,155495,0,0,0,1,11,961683,10,10,1924024,0,0,0,0,0,0,0,0,0
202509,06,009,4,9,Calaveras County                                            ,4,4,1593677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,06,011,4,9,Colusa County                                               ,1,1,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202509,06,013,4,9,Contra Costa County                                         ,71,71,24220983,0,0,0,0,0,0,0,0,0,70,70,24091650,0,0,0,0,0,0,0,0,0
202509,06,015,4,9,Del Norte County                                            ,2,2,650791,0,0,0,0,0,0,1,24,7584662,0,0,0,0,0,0,0,0,0,0,0,0
202509,06,017,4,9,El Dorado County                                            ,22,22,16640153,0,0,0,0,0,0,0,0,0,21,21,16246410,0,0,0,0,0,0,0,0,0
202509,06,019,4,9,Fresno County                                               ,276,276,76706747,2,4,1206401,0,0,0,0,0,0,263,263,71398808,2,4,1206401,0,0,0,0,0,0
